codigo_comunidad_autonoma,comunidad_autonoma,codigo_provincia,provincia,codigo_carburante,tipo_carburante
07,Castilla la Mancha,16,CUENCA,G95E5,Gasolina 95 E5
07,Castilla la Mancha,16,CUENCA,G95E10,Gasolina 95 E10
07,Castilla la Mancha,16,CUENCA,G95E25,Gasolina 95 E25
07,Castilla la Mancha,16,CUENCA,G95E85,Gasolina 95 E85
07,Castilla la Mancha,16,CUENCA,G95E5+,Gasolina 95 E5 Premium
07,Castilla la Mancha,16,CUENCA,G98E5,Gasolina 98 E5
07,Castilla la Mancha,16,CUENCA,G98E10,Gasolina 98 E10
07,Castilla la Mancha,16,CUENCA,GOA,Gasóleo A habitual
07,Castilla la Mancha,16,CUENCA,GOA+,Gasóleo Premium
07,Castilla la Mancha,16,CUENCA,GOB,Gasóleo B
07,Castilla la Mancha,16,CUENCA,GOC,Gasóleo C
07,Castilla la Mancha,16,CUENCA,BIE,Bioetanol
07,Castilla la Mancha,16,CUENCA,BIO,Biodiésel
07,Castilla la Mancha,16,CUENCA,GLP,Gases licuados del petróleo
07,Castilla la Mancha,16,CUENCA,GNC,Gas natural comprimido
07,Castilla la Mancha,16,CUENCA,GNL,Gas natural licuado
07,Castilla la Mancha,16,CUENCA,H2,Hidrógeno
07,Castilla la Mancha,16,CUENCA,ADB,Adblue
07,Castilla la Mancha,16,CUENCA,DREN,Diésel renovable
07,Castilla la Mancha,16,CUENCA,GREN,Gasolina renovable
07,Castilla la Mancha,16,CUENCA,MET,Metanol
07,Castilla la Mancha,16,CUENCA,AMO,Amoniaco
07,Castilla la Mancha,16,CUENCA,BGNC,Biogas natural comprimido
07,Castilla la Mancha,16,CUENCA,BGNL,Biogas natural licuado
07,Castilla la Mancha,19,GUADALAJARA,G95E5,Gasolina 95 E5
07,Castilla la Mancha,19,GUADALAJARA,G95E10,Gasolina 95 E10
07,Castilla la Mancha,19,GUADALAJARA,G95E25,Gasolina 95 E25
07,Castilla la Mancha,19,GUADALAJARA,G95E85,Gasolina 95 E85
07,Castilla la Mancha,19,GUADALAJARA,G95E5+,Gasolina 95 E5 Premium
07,Castilla la Mancha,19,GUADALAJARA,G98E5,Gasolina 98 E5
07,Castilla la Mancha,19,GUADALAJARA,G98E10,Gasolina 98 E10
07,Castilla la Mancha,19,GUADALAJARA,GOA,Gasóleo A habitual
07,Castilla la Mancha,19,GUADALAJARA,GOA+,Gasóleo Premium
07,Castilla la Mancha,19,GUADALAJARA,GOB,Gasóleo B
07,Castilla la Mancha,19,GUADALAJARA,GOC,Gasóleo C
07,Castilla la Mancha,19,GUADALAJARA,BIE,Bioetanol
07,Castilla la Mancha,19,GUADALAJARA,BIO,Biodiésel
07,Castilla la Mancha,19,GUADALAJARA,GLP,Gases licuados del petróleo
07,Castilla la Mancha,19,GUADALAJARA,GNC,Gas natural comprimido
07,Castilla la Mancha,19,GUADALAJARA,GNL,Gas natural licuado
07,Castilla la Mancha,19,GUADALAJARA,H2,Hidrógeno
07,Castilla la Mancha,19,GUADALAJARA,ADB,Adblue
07,Castilla la Mancha,19,GUADALAJARA,DREN,Diésel renovable
07,Castilla la Mancha,19,GUADALAJARA,GREN,Gasolina renovable
07,Castilla la Mancha,19,GUADALAJARA,MET,Metanol
07,Castilla la Mancha,19,GUADALAJARA,AMO,Amoniaco
07,Castilla la Mancha,19,GUADALAJARA,BGNC,Biogas natural comprimido
07,Castilla la Mancha,19,GUADALAJARA,BGNL,Biogas natural licuado
07,Castilla la Mancha,45,TOLEDO,G95E5,Gasolina 95 E5
07,Castilla la Mancha,45,TOLEDO,G95E10,Gasolina 95 E10
07,Castilla la Mancha,45,TOLEDO,G95E25,Gasolina 95 E25
07,Castilla la Mancha,45,TOLEDO,G95E85,Gasolina 95 E85
07,Castilla la Mancha,45,TOLEDO,G95E5+,Gasolina 95 E5 Premium
07,Castilla la Mancha,45,TOLEDO,G98E5,Gasolina 98 E5
07,Castilla la Mancha,45,TOLEDO,G98E10,Gasolina 98 E10
07,Castilla la Mancha,45,TOLEDO,GOA,Gasóleo A habitual
07,Castilla la Mancha,45,TOLEDO,GOA+,Gasóleo Premium
07,Castilla la Mancha,45,TOLEDO,GOB,Gasóleo B
07,Castilla la Mancha,45,TOLEDO,GOC,Gasóleo C
07,Castilla la Mancha,45,TOLEDO,BIE,Bioetanol
07,Castilla la Mancha,45,TOLEDO,BIO,Biodiésel
07,Castilla la Mancha,45,TOLEDO,GLP,Gases licuados del petróleo
07,Castilla la Mancha,45,TOLEDO,GNC,Gas natural comprimido
07,Castilla la Mancha,45,TOLEDO,GNL,Gas natural licuado
07,Castilla la Mancha,45,TOLEDO,H2,Hidrógeno
07,Castilla la Mancha,45,TOLEDO,ADB,Adblue
07,Castilla la Mancha,45,TOLEDO,DREN,Diésel renovable
07,Castilla la Mancha,45,TOLEDO,GREN,Gasolina renovable
07,Castilla la Mancha,45,TOLEDO,MET,Metanol
07,Castilla la Mancha,45,TOLEDO,AMO,Amoniaco
07,Castilla la Mancha,45,TOLEDO,BGNC,Biogas natural comprimido
07,Castilla la Mancha,45,TOLEDO,BGNL,Biogas natural licuado
08,Castilla y León,05,ÁVILA,G95E5,Gasolina 95 E5
08,Castilla y León,05,ÁVILA,G95E10,Gasolina 95 E10
08,Castilla y León,05,ÁVILA,G95E25,Gasolina 95 E25
08,Castilla y León,05,ÁVILA,G95E85,Gasolina 95 E85
08,Castilla y León,05,ÁVILA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,05,ÁVILA,G98E5,Gasolina 98 E5
08,Castilla y León,05,ÁVILA,G98E10,Gasolina 98 E10
08,Castilla y León,05,ÁVILA,GOA,Gasóleo A habitual
08,Castilla y León,05,ÁVILA,GOA+,Gasóleo Premium
08,Castilla y León,05,ÁVILA,GOB,Gasóleo B
08,Castilla y León,05,ÁVILA,GOC,Gasóleo C
08,Castilla y León,05,ÁVILA,BIE,Bioetanol
08,Castilla y León,05,ÁVILA,BIO,Biodiésel
08,Castilla y León,05,ÁVILA,GLP,Gases licuados del petróleo
08,Castilla y León,05,ÁVILA,GNC,Gas natural comprimido
08,Castilla y León,05,ÁVILA,GNL,Gas natural licuado
08,Castilla y León,05,ÁVILA,H2,Hidrógeno
08,Castilla y León,05,ÁVILA,ADB,Adblue
08,Castilla y León,05,ÁVILA,DREN,Diésel renovable
08,Castilla y León,05,ÁVILA,GREN,Gasolina renovable
08,Castilla y León,05,ÁVILA,MET,Metanol
08,Castilla y León,05,ÁVILA,AMO,Amoniaco
08,Castilla y León,05,ÁVILA,BGNC,Biogas natural comprimido
08,Castilla y León,05,ÁVILA,BGNL,Biogas natural licuado
08,Castilla y León,09,BURGOS,G95E5,Gasolina 95 E5
08,Castilla y León,09,BURGOS,G95E10,Gasolina 95 E10
08,Castilla y León,09,BURGOS,G95E25,Gasolina 95 E25
08,Castilla y León,09,BURGOS,G95E85,Gasolina 95 E85
08,Castilla y León,09,BURGOS,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,09,BURGOS,G98E5,Gasolina 98 E5
08,Castilla y León,09,BURGOS,G98E10,Gasolina 98 E10
08,Castilla y León,09,BURGOS,GOA,Gasóleo A habitual
08,Castilla y León,09,BURGOS,GOA+,Gasóleo Premium
08,Castilla y León,09,BURGOS,GOB,Gasóleo B
08,Castilla y León,09,BURGOS,GOC,Gasóleo C
08,Castilla y León,09,BURGOS,BIE,Bioetanol
08,Castilla y León,09,BURGOS,BIO,Biodiésel
08,Castilla y León,09,BURGOS,GLP,Gases licuados del petróleo
08,Castilla y León,09,BURGOS,GNC,Gas natural comprimido
08,Castilla y León,09,BURGOS,GNL,Gas natural licuado
08,Castilla y León,09,BURGOS,H2,Hidrógeno
08,Castilla y León,09,BURGOS,ADB,Adblue
08,Castilla y León,09,BURGOS,DREN,Diésel renovable
08,Castilla y León,09,BURGOS,GREN,Gasolina renovable
08,Castilla y León,09,BURGOS,MET,Metanol
08,Castilla y León,09,BURGOS,AMO,Amoniaco
08,Castilla y León,09,BURGOS,BGNC,Biogas natural comprimido
08,Castilla y León,09,BURGOS,BGNL,Biogas natural licuado
08,Castilla y León,24,LEÓN,G95E5,Gasolina 95 E5
08,Castilla y León,24,LEÓN,G95E10,Gasolina 95 E10
08,Castilla y León,24,LEÓN,G95E25,Gasolina 95 E25
08,Castilla y León,24,LEÓN,G95E85,Gasolina 95 E85
08,Castilla y León,24,LEÓN,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,24,LEÓN,G98E5,Gasolina 98 E5
08,Castilla y León,24,LEÓN,G98E10,Gasolina 98 E10
08,Castilla y León,24,LEÓN,GOA,Gasóleo A habitual
08,Castilla y León,24,LEÓN,GOA+,Gasóleo Premium
08,Castilla y León,24,LEÓN,GOB,Gasóleo B
08,Castilla y León,24,LEÓN,GOC,Gasóleo C
08,Castilla y León,24,LEÓN,BIE,Bioetanol
08,Castilla y León,24,LEÓN,BIO,Biodiésel
08,Castilla y León,24,LEÓN,GLP,Gases licuados del petróleo
08,Castilla y León,24,LEÓN,GNC,Gas natural comprimido
08,Castilla y León,24,LEÓN,GNL,Gas natural licuado
08,Castilla y León,24,LEÓN,H2,Hidrógeno
08,Castilla y León,24,LEÓN,ADB,Adblue
08,Castilla y León,24,LEÓN,DREN,Diésel renovable
08,Castilla y León,24,LEÓN,GREN,Gasolina renovable
08,Castilla y León,24,LEÓN,MET,Metanol
08,Castilla y León,24,LEÓN,AMO,Amoniaco
08,Castilla y León,24,LEÓN,BGNC,Biogas natural comprimido
08,Castilla y León,24,LEÓN,BGNL,Biogas natural licuado
08,Castilla y León,34,PALENCIA,G95E5,Gasolina 95 E5
08,Castilla y León,34,PALENCIA,G95E10,Gasolina 95 E10
08,Castilla y León,34,PALENCIA,G95E25,Gasolina 95 E25
08,Castilla y León,34,PALENCIA,G95E85,Gasolina 95 E85
08,Castilla y León,34,PALENCIA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,34,PALENCIA,G98E5,Gasolina 98 E5
08,Castilla y León,34,PALENCIA,G98E10,Gasolina 98 E10
08,Castilla y León,34,PALENCIA,GOA,Gasóleo A habitual
08,Castilla y León,34,PALENCIA,GOA+,Gasóleo Premium
08,Castilla y León,34,PALENCIA,GOB,Gasóleo B
08,Castilla y León,34,PALENCIA,GOC,Gasóleo C
08,Castilla y León,34,PALENCIA,BIE,Bioetanol
08,Castilla y León,34,PALENCIA,BIO,Biodiésel
08,Castilla y León,34,PALENCIA,GLP,Gases licuados del petróleo
08,Castilla y León,34,PALENCIA,GNC,Gas natural comprimido
08,Castilla y León,34,PALENCIA,GNL,Gas natural licuado
08,Castilla y León,34,PALENCIA,H2,Hidrógeno
08,Castilla y León,34,PALENCIA,ADB,Adblue
08,Castilla y León,34,PALENCIA,DREN,Diésel renovable
08,Castilla y León,34,PALENCIA,GREN,Gasolina renovable
08,Castilla y León,34,PALENCIA,MET,Metanol
08,Castilla y León,34,PALENCIA,AMO,Amoniaco
08,Castilla y León,34,PALENCIA,BGNC,Biogas natural comprimido
08,Castilla y León,34,PALENCIA,BGNL,Biogas natural licuado
08,Castilla y León,37,SALAMANCA,G95E5,Gasolina 95 E5
08,Castilla y León,37,SALAMANCA,G95E10,Gasolina 95 E10
08,Castilla y León,37,SALAMANCA,G95E25,Gasolina 95 E25
08,Castilla y León,37,SALAMANCA,G95E85,Gasolina 95 E85
08,Castilla y León,37,SALAMANCA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,37,SALAMANCA,G98E5,Gasolina 98 E5
08,Castilla y León,37,SALAMANCA,G98E10,Gasolina 98 E10
08,Castilla y León,37,SALAMANCA,GOA,Gasóleo A habitual
08,Castilla y León,37,SALAMANCA,GOA+,Gasóleo Premium
08,Castilla y León,37,SALAMANCA,GOB,Gasóleo B
08,Castilla y León,37,SALAMANCA,GOC,Gasóleo C
08,Castilla y León,37,SALAMANCA,BIE,Bioetanol
08,Castilla y León,37,SALAMANCA,BIO,Biodiésel
08,Castilla y León,37,SALAMANCA,GLP,Gases licuados del petróleo
08,Castilla y León,37,SALAMANCA,GNC,Gas natural comprimido
08,Castilla y León,37,SALAMANCA,GNL,Gas natural licuado
08,Castilla y León,37,SALAMANCA,H2,Hidrógeno
08,Castilla y León,37,SALAMANCA,ADB,Adblue
08,Castilla y León,37,SALAMANCA,DREN,Diésel renovable
08,Castilla y León,37,SALAMANCA,GREN,Gasolina renovable
08,Castilla y León,37,SALAMANCA,MET,Metanol
08,Castilla y León,37,SALAMANCA,AMO,Amoniaco
08,Castilla y León,37,SALAMANCA,BGNC,Biogas natural comprimido
08,Castilla y León,37,SALAMANCA,BGNL,Biogas natural licuado
08,Castilla y León,40,SEGOVIA,G95E5,Gasolina 95 E5
08,Castilla y León,40,SEGOVIA,G95E10,Gasolina 95 E10
08,Castilla y León,40,SEGOVIA,G95E25,Gasolina 95 E25
08,Castilla y León,40,SEGOVIA,G95E85,Gasolina 95 E85
08,Castilla y León,40,SEGOVIA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,40,SEGOVIA,G98E5,Gasolina 98 E5
08,Castilla y León,40,SEGOVIA,G98E10,Gasolina 98 E10
08,Castilla y León,40,SEGOVIA,GOA,Gasóleo A habitual
08,Castilla y León,40,SEGOVIA,GOA+,Gasóleo Premium
08,Castilla y León,40,SEGOVIA,GOB,Gasóleo B
08,Castilla y León,40,SEGOVIA,GOC,Gasóleo C
08,Castilla y León,40,SEGOVIA,BIE,Bioetanol
08,Castilla y León,40,SEGOVIA,BIO,Biodiésel
08,Castilla y León,40,SEGOVIA,GLP,Gases licuados del petróleo
08,Castilla y León,40,SEGOVIA,GNC,Gas natural comprimido
08,Castilla y León,40,SEGOVIA,GNL,Gas natural licuado
08,Castilla y León,40,SEGOVIA,H2,Hidrógeno
08,Castilla y León,40,SEGOVIA,ADB,Adblue
08,Castilla y León,40,SEGOVIA,DREN,Diésel renovable
08,Castilla y León,40,SEGOVIA,GREN,Gasolina renovable
08,Castilla y León,40,SEGOVIA,MET,Metanol
08,Castilla y León,40,SEGOVIA,AMO,Amoniaco
08,Castilla y León,40,SEGOVIA,BGNC,Biogas natural comprimido
08,Castilla y León,40,SEGOVIA,BGNL,Biogas natural licuado
08,Castilla y León,42,SORIA,G95E5,Gasolina 95 E5
08,Castilla y León,42,SORIA,G95E10,Gasolina 95 E10
08,Castilla y León,42,SORIA,G95E25,Gasolina 95 E25
08,Castilla y León,42,SORIA,G95E85,Gasolina 95 E85
08,Castilla y León,42,SORIA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,42,SORIA,G98E5,Gasolina 98 E5
08,Castilla y León,42,SORIA,G98E10,Gasolina 98 E10
08,Castilla y León,42,SORIA,GOA,Gasóleo A habitual
08,Castilla y León,42,SORIA,GOA+,Gasóleo Premium
08,Castilla y León,42,SORIA,GOB,Gasóleo B
08,Castilla y León,42,SORIA,GOC,Gasóleo C
08,Castilla y León,42,SORIA,BIE,Bioetanol
08,Castilla y León,42,SORIA,BIO,Biodiésel
08,Castilla y León,42,SORIA,GLP,Gases licuados del petróleo
08,Castilla y León,42,SORIA,GNC,Gas natural comprimido
08,Castilla y León,42,SORIA,GNL,Gas natural licuado
08,Castilla y León,42,SORIA,H2,Hidrógeno
08,Castilla y León,42,SORIA,ADB,Adblue
08,Castilla y León,42,SORIA,DREN,Diésel renovable
08,Castilla y León,42,SORIA,GREN,Gasolina renovable
08,Castilla y León,42,SORIA,MET,Metanol
08,Castilla y León,42,SORIA,AMO,Amoniaco
08,Castilla y León,42,SORIA,BGNC,Biogas natural comprimido
08,Castilla y León,42,SORIA,BGNL,Biogas natural licuado
08,Castilla y León,47,VALLADOLID,G95E5,Gasolina 95 E5
08,Castilla y León,47,VALLADOLID,G95E10,Gasolina 95 E10
08,Castilla y León,47,VALLADOLID,G95E25,Gasolina 95 E25
08,Castilla y León,47,VALLADOLID,G95E85,Gasolina 95 E85
08,Castilla y León,47,VALLADOLID,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,47,VALLADOLID,G98E5,Gasolina 98 E5
08,Castilla y León,47,VALLADOLID,G98E10,Gasolina 98 E10
08,Castilla y León,47,VALLADOLID,GOA,Gasóleo A habitual
08,Castilla y León,47,VALLADOLID,GOA+,Gasóleo Premium
08,Castilla y León,47,VALLADOLID,GOB,Gasóleo B
08,Castilla y León,47,VALLADOLID,GOC,Gasóleo C
08,Castilla y León,47,VALLADOLID,BIE,Bioetanol
08,Castilla y León,47,VALLADOLID,BIO,Biodiésel
08,Castilla y León,47,VALLADOLID,GLP,Gases licuados del petróleo
08,Castilla y León,47,VALLADOLID,GNC,Gas natural comprimido
08,Castilla y León,47,VALLADOLID,GNL,Gas natural licuado
08,Castilla y León,47,VALLADOLID,H2,Hidrógeno
08,Castilla y León,47,VALLADOLID,ADB,Adblue
08,Castilla y León,47,VALLADOLID,DREN,Diésel renovable
08,Castilla y León,47,VALLADOLID,GREN,Gasolina renovable
08,Castilla y León,47,VALLADOLID,MET,Metanol
08,Castilla y León,47,VALLADOLID,AMO,Amoniaco
08,Castilla y León,47,VALLADOLID,BGNC,Biogas natural comprimido
08,Castilla y León,47,VALLADOLID,BGNL,Biogas natural licuado
08,Castilla y León,49,ZAMORA,G95E5,Gasolina 95 E5
08,Castilla y León,49,ZAMORA,G95E10,Gasolina 95 E10
08,Castilla y León,49,ZAMORA,G95E25,Gasolina 95 E25
08,Castilla y León,49,ZAMORA,G95E85,Gasolina 95 E85
08,Castilla y León,49,ZAMORA,G95E5+,Gasolina 95 E5 Premium
08,Castilla y León,49,ZAMORA,G98E5,Gasolina 98 E5
08,Castilla y León,49,ZAMORA,G98E10,Gasolina 98 E10
08,Castilla y León,49,ZAMORA,GOA,Gasóleo A habitual
08,Castilla y León,49,ZAMORA,GOA+,Gasóleo Premium
08,Castilla y León,49,ZAMORA,GOB,Gasóleo B
08,Castilla y León,49,ZAMORA,GOC,Gasóleo C
